run_id,task,input_id,depth,condition,paraphrase_idx,position,position_idx,divergence,out_len,base_len,len_ratio,schema_violation,judge_score,base_judge_score,agent_model,backend,embedder
summarization|sum_0|d2|p2|first,summarization,sum_0,2,perturbed,2,first,0,0.34158968925476074,548,698,0.7851002865329513,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d2|p0|last,summarization,sum_0,2,perturbed,0,last,1,0.07352566719055176,620,698,0.8882521489971347,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d2|p1|last,summarization,sum_0,2,perturbed,1,last,1,0.08337581157684326,692,698,0.9914040114613181,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d2|p2|last,summarization,sum_0,2,perturbed,2,last,1,0.011016845703125,703,698,1.007163323782235,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p0|first,summarization,sum_1,2,perturbed,0,first,0,0.0345187783241272,594,605,0.9818181818181818,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p1|first,summarization,sum_1,2,perturbed,1,first,0,0.12070596218109131,659,605,1.0892561983471074,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p2|first,summarization,sum_1,2,perturbed,2,first,0,0.05760771036148071,667,605,1.1024793388429752,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p0|last,summarization,sum_1,2,perturbed,0,last,1,0.024270355701446533,546,605,0.9024793388429752,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p1|last,summarization,sum_1,2,perturbed,1,last,1,0.006282508373260498,629,605,1.0396694214876032,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d2|p2|last,summarization,sum_1,2,perturbed,2,last,1,0.016239821910858154,591,605,0.9768595041322314,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p0|first,summarization,sum_2,2,perturbed,0,first,0,0.02100527286529541,722,706,1.0226628895184136,,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p1|first,summarization,sum_2,2,perturbed,1,first,0,0.0932779312133789,642,706,0.9093484419263456,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p2|first,summarization,sum_2,2,perturbed,2,first,0,0.08541524410247803,653,706,0.9249291784702549,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p1|last,summarization,sum_2,2,perturbed,1,last,1,0.019867420196533203,640,706,0.9065155807365439,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p0|last,summarization,sum_2,2,perturbed,0,last,1,0.007900416851043701,693,706,0.9815864022662889,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d2|p2|last,summarization,sum_2,2,perturbed,2,last,1,0.023485302925109863,706,706,1.0,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p1|first,summarization,sum_3,2,perturbed,1,first,0,0.20923256874084473,584,749,0.7797062750333779,,6,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p0|first,summarization,sum_3,2,perturbed,0,first,0,0.1567833423614502,555,749,0.7409879839786382,,8,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p2|first,summarization,sum_3,2,perturbed,2,first,0,0.0380779504776001,749,749,1.0,,9,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p0|last,summarization,sum_3,2,perturbed,0,last,1,0.01493990421295166,776,749,1.0360480640854473,,9,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p1|last,summarization,sum_3,2,perturbed,1,last,1,0.028713583946228027,812,749,1.0841121495327102,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d2|p2|last,summarization,sum_3,2,perturbed,2,last,1,0.027676820755004883,731,749,0.9759679572763685,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p0|first,summarization,sum_4,2,perturbed,0,first,0,0.024500489234924316,567,692,0.819364161849711,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p2|first,summarization,sum_4,2,perturbed,2,first,0,0.028032004833221436,619,692,0.8945086705202312,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p1|first,summarization,sum_4,2,perturbed,1,first,0,0.03246945142745972,601,692,0.8684971098265896,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p0|last,summarization,sum_4,2,perturbed,0,last,1,0.005004703998565674,661,692,0.9552023121387283,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p1|last,summarization,sum_4,2,perturbed,1,last,1,0.024996638298034668,598,692,0.8641618497109826,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d2|p2|last,summarization,sum_4,2,perturbed,2,last,1,0.006685018539428711,674,692,0.9739884393063584,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p0|first,summarization,sum_0,3,perturbed,0,first,0,0.06418383121490479,794,615,1.2910569105691057,,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p1|first,summarization,sum_0,3,perturbed,1,first,0,0.4161428213119507,602,615,0.9788617886178862,,5,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p2|first,summarization,sum_0,3,perturbed,2,first,0,0.5236220955848694,819,615,1.3317073170731708,,4,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p0|middle,summarization,sum_0,3,perturbed,0,middle,1,0.029336929321289062,821,615,1.334959349593496,,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p1|middle,summarization,sum_0,3,perturbed,1,middle,1,0.056827664375305176,814,615,1.3235772357723576,,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p2|middle,summarization,sum_0,3,perturbed,2,middle,1,0.18281465768814087,983,615,1.5983739837398374,,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p0|last,summarization,sum_0,3,perturbed,0,last,2,0.04128795862197876,678,615,1.102439024390244,,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p1|last,summarization,sum_0,3,perturbed,1,last,2,0.0,615,615,1.0,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d3|p2|last,summarization,sum_0,3,perturbed,2,last,2,0.003990292549133301,627,615,1.0195121951219512,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p0|first,summarization,sum_1,3,perturbed,0,first,0,0.06554627418518066,593,868,0.6831797235023042,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p1|first,summarization,sum_1,3,perturbed,1,first,0,0.07832080125808716,864,868,0.9953917050691244,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p2|first,summarization,sum_1,3,perturbed,2,first,0,0.09979712963104248,621,868,0.7154377880184332,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p0|middle,summarization,sum_1,3,perturbed,0,middle,1,0.06636476516723633,857,868,0.9873271889400922,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p1|middle,summarization,sum_1,3,perturbed,1,middle,1,0.04663503170013428,654,868,0.7534562211981567,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p2|middle,summarization,sum_1,3,perturbed,2,middle,1,0.06567132472991943,573,868,0.6601382488479263,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p0|last,summarization,sum_1,3,perturbed,0,last,2,0.05613505840301514,628,868,0.7235023041474654,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p1|last,summarization,sum_1,3,perturbed,1,last,2,0.055655837059020996,590,868,0.6797235023041475,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d3|p2|last,summarization,sum_1,3,perturbed,2,last,2,0.271689236164093,1374,868,1.5829493087557605,,3,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p0|first,summarization,sum_2,3,perturbed,0,first,0,0.03319990634918213,719,683,1.0527086383601756,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p1|first,summarization,sum_2,3,perturbed,1,first,0,0.13081097602844238,607,683,0.8887262079062958,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p2|first,summarization,sum_2,3,perturbed,2,first,0,0.13708174228668213,605,683,0.8857979502196194,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p0|middle,summarization,sum_2,3,perturbed,0,middle,1,0.05747377872467041,825,683,1.2079062957540263,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p1|middle,summarization,sum_2,3,perturbed,1,middle,1,0.028444111347198486,596,683,0.8726207906295754,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p2|middle,summarization,sum_2,3,perturbed,2,middle,1,0.0008764266967773438,666,683,0.9751098096632503,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p0|last,summarization,sum_2,3,perturbed,0,last,2,0.0010982751846313477,677,683,0.9912152269399708,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p1|last,summarization,sum_2,3,perturbed,1,last,2,0.08956128358840942,1113,683,1.6295754026354319,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d3|p2|last,summarization,sum_2,3,perturbed,2,last,2,0.1659003496170044,1020,683,1.493411420204978,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p0|first,summarization,sum_3,3,perturbed,0,first,0,0.21089470386505127,647,906,0.7141280353200883,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p1|first,summarization,sum_3,3,perturbed,1,first,0,0.2758105993270874,576,906,0.6357615894039735,,8,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p2|first,summarization,sum_3,3,perturbed,2,first,0,0.17371070384979248,742,906,0.8189845474613686,,5,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p0|middle,summarization,sum_3,3,perturbed,0,middle,1,0.004556179046630859,909,906,1.0033112582781456,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p1|middle,summarization,sum_3,3,perturbed,1,middle,1,0.07564800977706909,762,906,0.8410596026490066,,10,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p2|middle,summarization,sum_3,3,perturbed,2,middle,1,0.07088184356689453,1001,906,1.1048565121412803,,7,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p0|last,summarization,sum_3,3,perturbed,0,last,2,0.09776389598846436,749,906,0.826710816777042,,9,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p1|last,summarization,sum_3,3,perturbed,1,last,2,0.036654114723205566,787,906,0.8686534216335541,,10,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d3|p2|last,summarization,sum_3,3,perturbed,2,last,2,0.031423866748809814,1039,906,1.1467991169977925,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p0|first,summarization,sum_4,3,perturbed,0,first,0,0.0634450912475586,586,966,0.6066252587991718,,8,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p1|first,summarization,sum_4,3,perturbed,1,first,0,0.04247117042541504,613,966,0.634575569358178,,8,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p2|first,summarization,sum_4,3,perturbed,2,first,0,0.0408402681350708,635,966,0.6573498964803313,,8,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p0|middle,summarization,sum_4,3,perturbed,0,middle,1,0.07277292013168335,960,966,0.9937888198757764,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p1|middle,summarization,sum_4,3,perturbed,1,middle,1,0.02156221866607666,1057,966,1.0942028985507246,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p2|middle,summarization,sum_4,3,perturbed,2,middle,1,0.01503133773803711,898,966,0.9296066252587992,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p0|last,summarization,sum_4,3,perturbed,0,last,2,0.05246937274932861,618,966,0.639751552795031,,8,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p1|last,summarization,sum_4,3,perturbed,1,last,2,0.039459049701690674,1112,966,1.1511387163561078,,6,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d3|p2|last,summarization,sum_4,3,perturbed,2,last,2,0.0870283842086792,1318,966,1.3643892339544514,,4,6,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p0|first,summarization,sum_0,4,perturbed,0,first,0,0.03178054094314575,621,619,1.0032310177705976,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p1|first,summarization,sum_0,4,perturbed,1,first,0,0.3929198980331421,455,619,0.7350565428109854,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p2|first,summarization,sum_0,4,perturbed,2,first,0,0.4318948984146118,486,619,0.7851373182552503,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p0|middle,summarization,sum_0,4,perturbed,0,middle,2,0.0011792182922363281,619,619,1.0,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p0|last,summarization,sum_0,4,perturbed,0,last,3,1.1920928955078125e-07,619,619,1.0,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p2|middle,summarization,sum_0,4,perturbed,2,middle,2,0.0002701282501220703,618,619,0.9983844911147012,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p1|middle,summarization,sum_0,4,perturbed,1,middle,2,0.002224445343017578,606,619,0.9789983844911146,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p1|last,summarization,sum_0,4,perturbed,1,last,3,0.001952052116394043,633,619,1.0226171243941842,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p0|first,summarization,sum_1,4,perturbed,0,first,0,0.1193845272064209,579,572,1.0122377622377623,,4,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p1|first,summarization,sum_1,4,perturbed,1,first,0,0.07359755039215088,594,572,1.0384615384615385,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p2|first,summarization,sum_1,4,perturbed,2,first,0,0.056687355041503906,588,572,1.027972027972028,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p0|middle,summarization,sum_1,4,perturbed,0,middle,2,1.7881393432617188e-07,572,572,1.0,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p1|middle,summarization,sum_1,4,perturbed,1,middle,2,0.035820960998535156,584,572,1.020979020979021,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_0|d4|p2|last,summarization,sum_0,4,perturbed,2,last,3,0.0002701282501220703,618,619,0.9983844911147012,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p0|last,summarization,sum_1,4,perturbed,0,last,3,0.022336184978485107,577,572,1.0087412587412588,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p2|last,summarization,sum_1,4,perturbed,2,last,3,0.02265852689743042,577,572,1.0087412587412588,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p2|middle,summarization,sum_1,4,perturbed,2,middle,2,0.026600956916809082,591,572,1.0332167832167831,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_1|d4|p1|last,summarization,sum_1,4,perturbed,1,last,3,0.01691150665283203,574,572,1.0034965034965035,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p0|first,summarization,sum_2,4,perturbed,0,first,0,0.015200138092041016,588,641,0.9173166926677067,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p1|first,summarization,sum_2,4,perturbed,1,first,0,0.13597363233566284,546,641,0.8517940717628705,,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p2|first,summarization,sum_2,4,perturbed,2,first,0,0.1100531816482544,659,641,1.0280811232449298,,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p0|middle,summarization,sum_2,4,perturbed,0,middle,2,0.00925147533416748,624,641,0.9734789391575663,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p1|middle,summarization,sum_2,4,perturbed,1,middle,2,0.00406646728515625,570,641,0.8892355694227769,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p2|middle,summarization,sum_2,4,perturbed,2,middle,2,0.004307389259338379,588,641,0.9173166926677067,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p0|last,summarization,sum_2,4,perturbed,0,last,3,5.960464477539063e-08,641,641,1.0,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p1|last,summarization,sum_2,4,perturbed,1,last,3,0.011332511901855469,555,641,0.8658346333853354,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_2|d4|p2|last,summarization,sum_2,4,perturbed,2,last,3,0.019084632396697998,640,641,0.9984399375975039,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p0|first,summarization,sum_3,4,perturbed,0,first,0,0.1794288158416748,507,712,0.7120786516853933,,7,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p1|first,summarization,sum_3,4,perturbed,1,first,0,0.1179690957069397,487,712,0.6839887640449438,,8,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p2|first,summarization,sum_3,4,perturbed,2,first,0,0.12337952852249146,535,712,0.7514044943820225,,8,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p0|middle,summarization,sum_3,4,perturbed,0,middle,2,0.02657151222229004,685,712,0.9620786516853933,,9,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p1|middle,summarization,sum_3,4,perturbed,1,middle,2,0.017893314361572266,717,712,1.0070224719101124,,8,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p2|middle,summarization,sum_3,4,perturbed,2,middle,2,0.05897367000579834,784,712,1.101123595505618,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p0|last,summarization,sum_3,4,perturbed,0,last,3,0.06334054470062256,752,712,1.0561797752808988,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p2|last,summarization,sum_3,4,perturbed,2,last,3,1.1920928955078125e-07,712,712,1.0,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p0|first,summarization,sum_4,4,perturbed,0,first,0,0.049531519412994385,592,671,0.8822652757078987,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_3|d4|p1|last,summarization,sum_3,4,perturbed,1,last,3,0.0015758275985717773,715,712,1.0042134831460674,,10,10,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p1|first,summarization,sum_4,4,perturbed,1,first,0,0.04651671648025513,589,671,0.8777943368107303,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p2|first,summarization,sum_4,4,perturbed,2,first,0,0.028826117515563965,560,671,0.834575260804769,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p0|middle,summarization,sum_4,4,perturbed,0,middle,2,0.00886756181716919,671,671,1.0,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p1|middle,summarization,sum_4,4,perturbed,1,middle,2,0.030372440814971924,698,671,1.0402384500745157,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p2|middle,summarization,sum_4,4,perturbed,2,middle,2,1.0097734928131104,326,671,0.4858420268256334,,0,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p0|last,summarization,sum_4,4,perturbed,0,last,3,0.004762887954711914,674,671,1.0044709388971684,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p1|last,summarization,sum_4,4,perturbed,1,last,3,0.009209096431732178,674,671,1.0044709388971684,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
summarization|sum_4|d4|p2|last,summarization,sum_4,4,perturbed,2,last,3,0.008416175842285156,692,671,1.0312965722801788,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d1|p0|first,code_review,cr_0,1,perturbed,0,first,0,0.17695164680480957,2146,1807,1.1876037631433314,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d1|p1|first,code_review,cr_0,1,perturbed,1,first,0,0.17557406425476074,2279,1807,1.2612064194798007,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d1|p2|first,code_review,cr_0,1,perturbed,2,first,0,0.13593268394470215,1891,1807,1.046485888212507,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
